Year;Month;Country;"US$ FOB";"Net Weight"
2023;06;Paraguay;917728;614615
2023;05;Paraguay;729345;495937
2023;04;Paraguay;685335;428058
2023;07;Paraguay;640784;430523
2023;03;Paraguay;366292;233708
2023;02;Paraguay;308649;213853
2023;03;Uruguay;175801;138259
2023;01;Paraguay;104724;77805
2023;07;Haiti;104300;64716
2023;01;Uruguay;98315;83160
2023;02;Uruguay;98315;83160
2023;03;Haiti;93065;63381
2023;04;Haiti;87704;55687
2023;04;Venezuela;81432;52920
2023;07;China;76489;39359
2023;04;"United States";63101;32616
2023;03;Venezuela;51825;35280
2023;05;Haiti;51344;35118
2023;07;"United States";45392;23592
2023;06;Guyana;40283;16701
2023;02;Canada;37196;10863
2023;01;Haiti;37095;26511
2023;03;"United States";35708;20184
2023;01;"United Kingdom";31930;3642
2023;01;Venezuela;30023;17550
2023;05;"Democratic Republic of the Congo";26600;17100
2023;01;China;25512;12272
2023;02;Haiti;25328;17055
2023;02;Togo;25235;14550
2023;05;Peru;24420;16650
2023;07;"United Kingdom";22071;2675
2023;04;Italy;21655;1696
2023;07;Japan;21355;10418
2023;07;Peru;21332;12240
2023;01;Panama;19860;3728
2023;03;Argentina;19571;2556
2023;04;Ghana;18817;3356
2023;06;Bolivia;17438;9836
2023;03;Switzerland;17246;1502
2023;04;Denmark;14739;1689
2023;03;Bolivia;12305;8310
2023;05;"United States";12116;8909
2023;07;"Sierra Leone";12020;6690
2023;04;"Sierra Leone";11938;7043
2023;03;"United Kingdom";11516;823
2023;06;"Hong Kong";11433;3299
2023;04;"Hong Kong";11300;1832
2023;05;Switzerland;11080;858
2023;04;Uruguay;10679;767
2023;04;Argentina;10249;1080
2023;07;Curaçao;10140;7020
2023;01;Malta;10040;954
2023;02;Germany;9971;1380
2023;02;Panama;9831;1969
2023;06;Uruguay;6828;1188
2023;05;Germany;6145;1233
2023;06;Curaçao;5631;968
2023;01;Portugal;5599;382
2023;01;Argentina;5400;873
2023;01;Canada;4979;675
2023;07;Uruguay;4433;1956
2023;03;Germany;4284;367
2023;07;"Marshall Islands";4134;583
2023;05;France;4130;927
2023;05;"Marshall Islands";4002;866
2023;07;"Hong Kong";3952;661
2023;03;Curaçao;3869;2765
2023;05;"Hong Kong";3510;638
2023;03;Panama;3469;523
2023;01;"Hong Kong";3438;621
2023;04;China;3382;2761
2023;02;Netherlands;3000;1385
2023;03;"United Arab Emirates";2860;585
2023;02;"Hong Kong";2767;768
2023;02;Liberia;2686;1049
2023;05;Panama;2562;706
2023;03;"Hong Kong";2486;443
2023;03;Singapore;2481;244
2023;04;Liberia;2471;588
2023;05;Ghana;2423;1530
2023;05;Malta;2335;451
2023;04;Spain;2322;128
2023;06;Singapore;2295;451
2023;03;Italy;2280;450
2023;01;Liberia;2251;734
2023;06;"Marshall Islands";2186;496
2023;04;Panama;2178;600
2023;07;Panama;2120;468
2023;03;China;2081;219
2023;06;Haiti;1944;918
2023;06;Panama;1884;525
2023;02;Spain;1773;36
2023;05;Singapore;1720;451
2023;01;"Marshall Islands";1706;469
2023;05;China;1688;875
2023;03;"Cayman Islands";1683;259
2023;01;Singapore;1672;270
2023;06;Liberia;1656;388
2023;02;"United Arab Emirates";1652;338
2023;01;Netherlands;1636;714
2023;07;Liberia;1581;291
2023;02;China;1547;286
2023;05;Liberia;1542;314
2023;02;"Marshall Islands";1534;379
2023;03;"Marshall Islands";1481;294
2023;04;"Marshall Islands";1457;310
2023;02;"United Kingdom";1299;396
2023;03;Liberia;1272;408
2023;05;Colombia;1259;450
2023;06;"United States";1115;364
2023;07;Singapore;1115;207
2023;01;"United Arab Emirates";1101;225
2023;03;Malta;970;199
2023;06;"Isle of Man";923;138
2023;02;Argentina;913;36
2023;02;Singapore;909;303
2023;03;Ecuador;840;540
2023;05;Australia;807;540
2023;06;China;741;134
2023;04;Germany;716;94
2023;07;Malta;679;171
2023;05;"United Kingdom";654;132
2023;04;Malta;620;127
2023;01;Greece;572;407
2023;02;"Antigua and Barbuda";566;180
2023;01;Cyprus;551;81
2023;06;Bahrein;545;86
2023;01;"South Africa";534;105
2023;05;Japan;524;292
2023;01;"Antigua and Barbuda";523;113
2023;04;Bahamas;506;94
2023;04;Cyprus;502;99
2023;05;Bahamas;476;329
2023;02;Poland;450;162
2023;01;Norway;423;83
2023;04;"United Kingdom";400;111
2023;03;Denmark;393;16
2023;07;Greece;385;151
2023;02;Ireland;377;150
2023;05;Norway;373;111
2023;06;Norway;361;71
2023;03;Belgium;361;38
2023;04;Singapore;352;90
2023;06;Malta;333;84
2023;02;Malta;318;82
2023;01;Thailand;316;53
2023;06;Bahamas;294;117
2023;04;Greece;284;46
2023;03;Bahamas;284;31
2023;02;Guyana;280;96
2023;06;Thailand;272;18
2023;02;Greece;265;124
2023;04;"Cayman Islands";251;66
2023;03;Greece;232;43
2023;02;Japan;230;64
2023;05;Greece;210;142
2023;06;"United Kingdom";207;33
2023;01;Switzerland;199;88
2023;02;Bahamas;198;42
2023;02;France;190;25
2023;02;Norway;188;55
2023;03;Bahrein;188;32
2023;03;"Isle of Man";184;26
2023;05;Taiwan;179;40
2023;04;Thailand;178;30
2023;05;"Antigua and Barbuda";177;26
2023;06;Turkey;172;78
2023;03;Portugal;156;30
2023;04;Norway;153;110
2023;07;Cyprus;152;37
2023;06;Portugal;150;37
2023;06;Cyprus;143;31
2023;03;Poland;140;136
2023;01;Bahamas;139;43
2023;06;"Saint Vicent and the Granadines";139;39
2023;07;Bahrein;134;40
2023;06;Japan;129;27
2023;06;Switzerland;120;38
2023;01;Barbados;120;35
2023;01;Japan;116;43
2023;05;Thailand;105;5
2023;04;France;101;18
2023;05;Portugal;98;14
2023;06;Belgium;95;19
2023;02;Portugal;80;17
2023;07;Portugal;73;171
2023;01;Denmark;73;15
2023;02;Cyprus;71;16
2023;04;Philippines;67;27
2023;01;France;67;18
2023;06;"Saudi Arabia";64;98
2023;01;Chile;63;9
2023;04;Portugal;60;20
2023;01;Palau;60;15
2023;06;Italy;60;15
2023;01;Belgium;59;17
2023;07;"United Arab Emirates";49;44
2023;04;Barbados;44;12
2023;02;Palau;44;8
2023;03;Japan;43;20
2023;05;Cyprus;42;6
2023;02;Belgium;37;9
2023;05;Italy;36;9
2023;07;"South Korea";35;2
2023;05;Philippines;34;9
2023;03;Norway;34;9
2023;05;"Cayman Islands";34;7
2023;01;Philippines;33;19
2023;02;"Saint Christopher and Nevis";31;16
2023;01;Martinique;31;9
2023;07;Indonesia;30;9
2023;02;Bahrein;30;8
2023;01;"Saudi Arabia";29;10
2023;06;Greece;26;24
2023;03;Netherlands;23;19
2023;04;"Antigua and Barbuda";22;4
2023;06;"Cayman Islands";21;8
2023;03;Cyprus;21;6
2023;06;Mexico;19;3
2023;01;Taiwan;18;1
2023;05;Turkey;16;5
2023;05;Barbados;16;5
2023;07;Tokelau;10;3
2023;07;Turkey;10;2
2023;06;Germany;9;8
2023;03;Latvia;8;8
2023;06;India;7;3
2023;01;"United States";7;2
2023;05;Canada;4;1
2022;07;Paraguay;1120408;813355
2022;05;Paraguay;1007287;717491
2022;08;Paraguay;825225;558186
2022;06;Paraguay;770775;526776
2022;04;Paraguay;696924;511310
2022;12;Paraguay;538950;381911
2022;11;Paraguay;504968;352520
2022;10;Paraguay;493628;348130
2022;09;Paraguay;438856;297727
2022;10;Uruguay;389331;294157
2022;02;Paraguay;315290;229263
2022;01;Paraguay;311727;247811
2022;04;Haiti;170026;127908
2022;08;Uruguay;159399;111447
2022;09;Haiti;138320;95760
2022;03;Paraguay;132255;92190
2022;09;Uruguay;127547;116424
2022;05;"United States";121960;62898
2022;12;Uruguay;116540;17576
2022;02;Haiti;115176;88853
2022;05;Russia;111845;65025
2022;05;Uruguay;90340;10416
2022;12;China;82566;19073
2022;09;"United Arab Emirates";79293;3420
2022;03;Haiti;77370;59289
2022;07;Haiti;74100;51300
2022;01;Haiti;70433;55599
2022;05;China;66390;5971
2022;08;China;65166;28591
2022;06;Haiti;58486;50402
2022;09;"United States";57787;22150
2022;06;Uruguay;54426;49680
2022;04;Nigeria;49256;31500
2022;02;China;46732;5776
2022;10;"United States";46454;24298
2022;08;Japan;40135;14233
2022;01;Uruguay;38011;34209
2022;08;Haiti;37103;24392
2022;11;Norway;36466;1700
2022;10;China;35620;9708
2022;03;"United States";31566;20520
2022;01;China;30897;7279
2022;02;"United States";30620;18578
2022;09;China;26492;12564
2022;07;"United Kingdom";25647;2554
2022;11;Venezuela;25625;17550
2022;12;Togo;25519;17280
2022;03;China;25186;6608
2022;06;"United Kingdom";24408;3084
2022;05;Ghana;23589;17100
2022;12;"United States";23152;6505
2022;07;Japan;21810;11095
2022;07;Uruguay;21773;3208
2022;11;"United Kingdom";20664;2545
2022;01;Curaçao;20642;15165
2022;04;Switzerland;20340;1485
2022;06;"United States";19897;4570
2022;07;China;19217;8170
2022;07;"United States";18928;3662
2022;11;Ghana;18768;12629
2022;04;Japan;17726;11005
2022;03;"United Kingdom";17643;3227
2022;11;"United States";17316;9108
2022;11;Germany;17167;2614
2022;12;"United Kingdom";16459;1833
2022;06;Curaçao;15742;11565
2022;04;Germany;15501;1845
2022;06;"Sierra Leone";15182;8101
2022;05;Panama;14515;1417
2022;09;"United Kingdom";14495;2364
2022;07;France;14340;3121
2022;05;Bolivia;13910;9870
2022;08;Netherlands;13618;1476
2022;06;Bolivia;13535;9210
2022;01;"United Kingdom";13401;1520
2022;08;"United States";13340;7380
2022;08;Bolivia;13005;8715
2022;10;Curaçao;11370;3753
2022;12;Curaçao;10780;7920
2022;11;"Czech Republic";8680;1215
2022;01;France;8374;2439
2022;08;Australia;8234;903
2022;06;Netherlands;7995;347
2022;07;Grenada;7914;5610
2022;04;Chile;7800;1820
2022;08;"Hong Kong";7568;1387
2022;01;Bolivia;7391;3835
2022;05;Curaçao;7190;1370
2022;07;Germany;7119;1630
2022;06;Colombia;7000;4500
2022;08;Venezuela;6726;5670
2022;04;Russia;6600;990
2022;08;Belgium;6069;810
2022;05;Portugal;5729;1200
2022;10;Guatemala;5350;1283
2022;05;Liberia;4842;1018
2022;01;Canada;4839;1080
2022;01;Angola;4761;4068
2022;09;Germany;4681;1341
2022;07;Australia;4009;478
2022;11;Colombia;3920;2520
2022;08;Malta;3882;633
2022;08;Liberia;3881;787
2022;04;Netherlands;3868;821
2022;07;"Hong Kong";3848;616
2022;09;Liberia;3807;911
2022;06;Panama;3614;721
2022;11;"Hong Kong";3577;832
2022;08;Panama;3402;888
2022;09;Ghana;3278;2250
2022;12;Argentina;3232;480
2022;03;"Marshall Islands";3227;991
2022;03;Colombia;3148;1197
2022;03;Panama;2926;637
2022;02;Netherlands;2883;1275
2022;05;"United Arab Emirates";2835;675
2022;01;Liberia;2733;719
2022;04;Singapore;2721;627
2022;02;Panama;2710;785
2022;05;Netherlands;2652;400
2022;05;"Hong Kong";2630;496
2022;02;"Hong Kong";2622;883
2022;11;Liberia;2572;754
2022;09;"Hong Kong";2554;536
2022;11;Singapore;2534;280
2022;01;Panama;2508;749
2022;06;China;2439;344
2022;11;"Marshall Islands";2429;538
2022;04;Malta;2417;364
2022;07;Panama;2276;874
2022;12;Italy;2273;410
2022;09;Panama;2263;633
2022;04;Panama;2250;586
2022;08;"Dominica Island";2223;1485
2022;03;Netherlands;2222;1024
2022;08;"United Arab Emirates";2200;450
2022;06;Liberia;2176;528
2022;03;Ghana;2127;3600
2022;09;France;2124;89
2022;07;"Marshall Islands";2118;302
2022;03;"Hong Kong";2098;965
2022;09;"Marshall Islands";2091;660
2022;08;Kenya;2080;1440
2022;03;Liberia;1994;626
2022;10;"Marshall Islands";1964;324
2022;05;"Marshall Islands";1955;397
2022;08;"Marshall Islands";1945;465
2022;11;Panama;1929;665
2022;01;Netherlands;1919;825
2022;07;Italy;1908;360
2022;06;"Hong Kong";1896;392
2022;07;Suriname;1875;1125
2022;01;"Marshall Islands";1845;737
2022;06;"Marshall Islands";1768;335
2022;05;Malta;1755;341
2022;01;"Hong Kong";1746;466
2022;07;Liberia;1744;574
2022;01;Malta;1700;369
2022;10;Liberia;1696;333
2022;08;Bahrein;1630;417
2022;02;Liberia;1589;359
2022;11;Netherlands;1564;743
2022;10;Panama;1555;354
2022;06;Ghana;1542;370
2022;10;Singapore;1536;185
2022;02;"Marshall Islands";1514;428
2022;05;Suriname;1485;100
2022;12;Panama;1464;350
2022;10;Guyana;1369;360
2022;02;"United Kingdom";1351;598
2022;03;Singapore;1301;224
2022;03;Bahamas;1296;230
2022;03;Norway;1262;219
2022;04;Curaçao;1226;900
2022;01;Singapore;1214;228
2022;12;"Hong Kong";1206;277
2022;04;Liberia;1184;212
2022;04;"Marshall Islands";1178;350
2022;04;"Hong Kong";1178;298
2022;10;Bolivia;1170;900
2022;12;Malta;1141;187
2022;01;Italy;1140;225
2022;12;"Marshall Islands";1131;226
2022;10;"United Arab Emirates";1101;225
2022;12;Liberia;1068;238
2022;07;Nigeria;1027;734
2022;12;Cyprus;990;289
2022;05;Bahamas;985;172
2022;06;Guyana;972;396
2022;10;"Hong Kong";972;285
2022;11;Malta;970;187
2022;09;Singapore;903;231
2022;08;Singapore;870;1471
2022;10;Canada;840;93
2022;01;Portugal;822;287
2022;05;Germany;779;173
2022;02;Guyana;769;360
2022;06;Singapore;768;179
2022;04;"United States";734;225
2022;05;Singapore;697;175
2022;08;"United Kingdom";696;227
2022;01;Bahamas;659;101
2022;07;Malta;619;110
2022;09;Bahamas;605;143
2022;05;"United Kingdom";590;180
2022;11;China;587;208
2022;03;Cyprus;572;505
2022;09;Guyana;571;168
2022;01;"Antigua and Barbuda";555;210
2022;12;Singapore;552;137
2022;08;Guyana;552;114
2022;05;Greece;551;302
2022;02;Malta;549;144
2022;06;Norway;545;135
2022;03;Guyana;539;240
2022;05;"Antigua and Barbuda";500;32
2022;04;Italy;484;62
2022;07;Croatia;484;34
2022;09;India;484;32
2022;05;"Cayman Islands";469;54
2022;09;Malta;466;99
2022;03;Malta;440;336
2022;10;Malta;426;86
2022;03;Luxembourg;423;28
2022;06;Malta;419;107
2022;04;Greece;409;227
2022;12;Norway;380;96
2022;12;Guyana;379;78
2022;04;Luxembourg;379;8
2022;07;Singapore;374;94
2022;01;Greece;372;66
2022;02;Singapore;368;149
2022;05;Norway;367;84
2022;04;Bahrein;366;100
2022;05;Cyprus;363;100
2022;11;Guyana;360;222
2022;04;Bahamas;352;57
2022;10;Bahamas;350;85
2022;10;Norway;340;147
2022;12;Barbados;329;60
2022;10;Netherlands;313;69
2022;06;Bahamas;310;53
2022;09;Cyprus;307;76
2022;02;Bahamas;300;30
2022;05;Thailand;296;36
2022;10;"Antigua and Barbuda";290;70
2022;08;Bahamas;281;85
2022;10;Bahrein;280;51
2022;05;Turkey;276;255
2022;01;Brazil;270;248
2022;04;Brazil;264;2018
2022;02;Brazil;264;163
2022;02;Cyprus;254;49
2022;02;Norway;248;144
2022;11;Switzerland;243;45
2022;08;Italy;241;49
2022;01;Guyana;236;90
2022;07;Portugal;232;58
2022;12;"Isle of Man";231;63
2022;08;Greece;224;93
2022;06;Portugal;217;111
2022;02;Barbados;216;44
2022;12;Thailand;216;26
2022;11;Austria;212;6
2022;08;Ecuador;210;135
2022;03;Portugal;202;84
2022;07;Switzerland;202;45
2022;04;Turkey;193;90
2022;04;"United Kingdom";193;49
2022;12;"Cayman Islands";193;23
2022;07;Chile;186;274
2022;01;Thailand;182;39
2022;08;Cyprus;175;40
2022;08;Russia;173;31
2022;03;"Antigua and Barbuda";173;26
2022;12;Bahrein;167;18
2022;11;Taiwan;159;15
2022;09;"Cayman Islands";158;52
2022;01;"New Zealand";156;63
2022;03;Brazil;154;75
2022;06;Thailand;154;35
2022;04;Cyprus;149;49
2022;04;Norway;147;24
2022;05;France;141;18
2022;10;Japan;140;70
2022;11;Cyprus;140;44
2022;01;Norway;136;21
2022;07;Norway;135;40
2022;09;"Antigua and Barbuda";131;29
2022;08;Norway;131;28
2022;07;"Antigua and Barbuda";129;27
2022;10;"United Kingdom";129;15
2022;09;Greece;128;33
2022;12;Netherlands;128;26
2022;12;Greece;123;36
2022;12;Japan;121;28
2022;08;Germany;120;27
2022;12;Taiwan;118;10
2022;09;Barbados;116;22
2022;03;Thailand;110;36
2022;04;China;107;31
2022;12;Bahamas;107;12
2022;03;Greece;106;18
2022;01;Cyprus;103;18
2022;07;India;102;35
2022;10;Cyprus;99;19
2022;07;Greece;96;44
2022;05;"South Korea";92;9
2022;02;Thailand;90;24
2022;11;Togo;89;37
2022;07;Bahamas;87;21
2022;06;Greece;87;10
2022;02;Japan;86;14
2022;12;Portugal;84;9
2022;10;Greece;82;20
2022;07;Cyprus;81;42
2022;02;Switzerland;78;9
2022;08;Portugal;76;106
2022;05;Guyana;76;36
2022;07;Belgium;76;18
2022;12;Canada;72;6
2022;06;Japan;69;47
2022;06;Philippines;68;60
2022;05;Japan;67;47
2022;05;Vietnam;67;15
2022;09;Italy;65;14
2022;09;"Cocos (Keeling) Islands";60;26
2022;10;Portugal;58;13
2022;08;Bangladesh;58;1
2022;08;Philippines;57;11
2022;05;Australia;56;43
2022;10;Iran;53;23
2022;10;Thailand;48;10
2022;11;Thailand;48;8
2022;11;Greece;45;20
2022;09;Vietnam;45;7
2022;01;Bahrein;44;12
2022;09;Norway;42;5
2022;06;Barbados;40;20
2022;10;"Cayman Islands";40;15
2022;07;"Cayman Islands";40;11
2022;10;Italy;40;9
2022;01;Barbados;40;5
2022;08;Barbados;39;10
2022;09;Iran;37;24
2022;04;Barbados;36;9
2022;11;"Cayman Islands";36;0
2022;03;Turkey;34;73
2022;11;Bahamas;34;30
2022;04;Mexico;33;6
2022;12;"Antigua and Barbuda";31;5
2022;09;Bulgaria;31;5
2022;10;"Saint Vicent and the Granadines";30;10
2022;11;"South Korea";30;9
2022;09;Portugal;29;9
2022;03;Bahrein;29;5
2022;05;Philippines;27;9
2022;05;Barbados;25;8
2022;02;Greece;23;4
2022;02;"Antigua and Barbuda";22;9
2022;04;"Saint Vicent and the Granadines";21;10
2022;02;Bangladesh;21;5
2022;04;"Isle of Man";20;9
2022;10;Philippines;20;7
2022;11;"Antigua and Barbuda";19;6
2022;02;"French Guyana";18;22
2022;12;"South Korea";18;6
2022;12;Sweden;18;5
2022;06;"Isle of Man";17;8
2022;10;France;15;15
2022;03;France;14;12
2022;06;"Cayman Islands";12;1
2022;12;Philippines;11;4
2022;03;"Cayman Islands";10;4
2022;06;"Antigua and Barbuda";10;3
2022;02;Vietnam;10;1
2022;08;India;7;2
2022;04;Cuba;6;16
2022;07;Denmark;6;2
2022;01;"South Korea";6;1
2022;05;Bangladesh;5;1
2022;07;Vietnam;4;3
2021;07;Paraguay;975978;908553
2021;05;Paraguay;943452;771090
2021;09;Paraguay;830549;807598
2021;06;Paraguay;811746;706938
2021;04;Paraguay;705067;580174
2021;03;Paraguay;668120;560693
2021;08;Paraguay;630847;644231
2021;10;Paraguay;551410;610414
2021;02;Paraguay;414471;357300
2021;11;Paraguay;245031;249503
2021;12;Paraguay;237785;192886
2021;10;Haiti;222300;171000
2021;01;Paraguay;167211;125367
2021;07;Haiti;133380;102600
2021;11;Haiti;133348;108416
2021;07;Russia;111845;65025
2021;06;Russia;111845;65025
2021;02;Haiti;104063;93285
2021;05;Haiti;90166;71885
2021;12;Uruguay;74540;68040
2021;11;Russia;66867;38876
2021;05;China;63910;11510
2021;10;"United Kingdom";61752;14875
2021;10;China;58218;10806
2021;04;China;45413;10494
2021;11;Nigeria;45054;23094
2021;05;Nigeria;44756;30060
2021;12;"United States";44430;23634
2021;02;China;42841;19941
2021;09;Uruguay;39756;36288
2021;12;Haiti;36384;34110
2021;11;China;36360;5465
2021;10;Uruguay;35546;32446
2021;09;Curaçao;33533;18029
2021;12;Portugal;30989;2818
2021;06;"United States";30535;14001
2021;11;Guatemala;29100;17347
2021;05;"United States";28296;18288
2021;03;Japan;27952;9139
2021;04;Haiti;27614;22843
2021;12;Japan;27563;8985
2021;07;"United Kingdom";26502;4488
2021;08;"United States";25524;18954
2021;08;Haiti;24444;17460
2021;03;Venezuela;23214;17595
2021;03;Haiti;22560;16875
2021;01;Russia;22369;13005
2021;05;Panama;20774;18322
2021;09;Haiti;19210;15300
2021;06;"United Kingdom";18027;2024
2021;11;"United States";17855;14285
2021;01;Haiti;17712;16605
2021;08;Ghana;17274;10598
2021;06;Japan;17170;10839
2021;04;Peru;17107;9720
2021;06;France;15485;5544
2021;06;Curaçao;15314;11250
2021;11;Japan;14410;9130
2021;04;Nigeria;13824;10368
2021;10;Colombia;13757;9306
2021;05;"Sierra Leone";12955;6525
2021;03;"United States";12870;7992
2021;09;Venezuela;12730;8820
2021;07;"United States";12619;2615
2021;07;"Hong Kong";12418;4757
2021;10;"United States";12323;1914
2021;12;China;11180;1329
2021;10;"New Zealand";10008;540
2021;07;"New Caledonia";9849;6285
2021;10;Nigeria;9538;4725
2021;06;Philippines;9241;2340
2021;04;"United States";8669;891
2021;04;Colombia;8110;2854
2021;06;Taiwan;8029;1312
2021;10;"United Arab Emirates";7440;180
2021;09;Switzerland;6780;495
2021;08;Bolivia;6680;4770
2021;04;Canada;5996;1080
2021;09;"Czech Republic";5988;456
2021;08;"United Kingdom";5604;1010
2021;11;"Hong Kong";5512;824
2021;05;Germany;5205;2046
2021;01;Curaçao;5127;1502
2021;09;Malta;4544;612
2021;04;Curaçao;4407;1398
2021;10;France;4387;900
2021;05;Australia;3997;699
2021;07;Panama;3848;1490
2021;10;Netherlands;3792;1607
2021;04;Norway;3735;883
2021;09;Belgium;3557;450
2021;07;Singapore;3519;759
2021;03;Portugal;3413;1278
2021;08;Italy;3318;630
2021;03;"Hong Kong";3311;960
2021;01;Malta;3302;675
2021;11;"Marshall Islands";3278;770
2021;11;Panama;3158;872
2021;12;Netherlands;2899;1222
2021;03;"United Kingdom";2658;727
2021;09;Portugal;2576;344
2021;09;"United States";2570;4410
2021;06;"Hong Kong";2563;636
2021;08;Panama;2516;950
2021;07;"Marshall Islands";2472;738
2021;08;"United Arab Emirates";2422;495
2021;04;Panama;2309;819
2021;06;"Marshall Islands";2285;926
2021;07;Liberia;2257;1007
2021;04;"Hong Kong";2196;670
2021;02;Liberia;2186;580
2021;09;Panama;2159;827
2021;05;Portugal;2136;718
2021;05;"Hong Kong";2131;789
2021;12;"Marshall Islands";2106;574
2021;08;"Hong Kong";2071;499
2021;11;Liberia;2043;710
2021;01;Liberia;2035;649
2021;12;France;2027;344
2021;11;Togo;2012;1890
2021;05;Liberia;1972;631
2021;02;Panama;1960;815
2021;03;Liberia;1939;854
2021;06;Panama;1891;613
2021;09;Liberia;1870;708
2021;09;"Hong Kong";1857;576
2021;11;"United Kingdom";1782;485
2021;10;Panama;1779;1341
2021;10;Ghana;1772;1890
2021;12;Panama;1743;564
2021;04;Bolivia;1680;1080
2021;05;"Marshall Islands";1655;1614
2021;02;Portugal;1635;642
2021;03;"Marshall Islands";1616;442
2021;04;Singapore;1593;367
2021;10;Liberia;1479;300
2021;12;Suriname;1472;900
2021;01;"Marshall Islands";1415;483
2021;02;"Hong Kong";1387;324
2021;09;"United Kingdom";1377;228
2021;04;"United Kingdom";1362;256
2021;08;Liberia;1349;384
2021;10;Bahamas;1343;24
2021;10;Guyana;1321;500
2021;04;Liberia;1321;347
2021;09;Singapore;1299;210
2021;01;Panama;1290;384
2021;01;"Hong Kong";1285;355
2021;02;"Marshall Islands";1253;316
2021;10;"Marshall Islands";1245;432
2021;06;Liberia;1241;314
2021;11;Guyana;1144;480
2021;12;Norway;1092;193
2021;12;"Hong Kong";1080;396
2021;12;Liberia;1061;308
2021;10;Malta;1052;246
2021;06;Singapore;1051;365
2021;03;Panama;1050;427
2021;12;Singapore;997;390
2021;06;Guyana;971;288
2021;07;Malta;948;204
2021;10;"Hong Kong";947;295
2021;11;Singapore;944;300
2021;08;"Marshall Islands";931;238
2021;08;Singapore;873;251
2021;04;"Marshall Islands";867;173
2021;06;China;850;237
2021;12;"United Kingdom";847;213
2021;11;Malta;833;204
2021;03;Malta;828;217
2021;09;"Marshall Islands";815;262
2021;10;Portugal;785;290
2021;09;China;779;246
2021;02;France;771;84
2021;07;Bahrein;768;80
2021;03;Singapore;750;311
2021;02;Japan;717;311
2021;12;Bahamas;699;118
2021;11;Greece;684;210
2021;10;Norway;680;63
2021;01;Cyprus;674;167
2021;03;"United Arab Emirates";660;135
2021;02;Guyana;654;282
2021;03;China;649;74
2021;07;Netherlands;644;253
2021;10;Singapore;638;176
2021;01;France;635;92
2021;11;"Dominica Island";634;460
2021;03;Hungary;583;87
2021;09;Norway;581;155
2021;11;Norway;579;50
2021;09;Netherlands;565;217
2021;05;Malta;560;234
2021;09;Guyana;549;173
2021;02;Malta;521;164
2021;01;Guyana;517;255
2021;06;Malta;499;206
2021;01;Greece;498;93
2021;07;China;473;126
2021;01;"United Kingdom";473;41
2021;03;"New Zealand";469;117
2021;08;Bahamas;457;171
2021;04;Malta;451;128
2021;12;Greece;446;78
2021;09;Bahamas;436;90
2021;03;Cyprus;431;417
2021;12;Malta;429;220
2021;01;Germany;427;227
2021;12;Cyprus;396;130
2021;08;Malta;395;59
2021;09;Thailand;393;77
2021;07;Curaçao;382;39
2021;03;France;363;62
2021;07;Norway;362;101
2021;02;Norway;362;88
2021;05;Cyprus;355;207
2021;02;Cyprus;338;238
2021;12;Philippines;333;75
2021;09;Greece;326;63
2021;12;Barbados;323;62
2021;11;"Antigua and Barbuda";311;69
2021;01;Singapore;298;116
2021;05;Singapore;297;218
2021;02;Singapore;294;67
2021;07;Portugal;294;43
2021;10;Thailand;292;81
2021;02;"United Kingdom";290;81
2021;05;"Antigua and Barbuda";276;39
2021;03;Germany;275;138
2021;10;"Antigua and Barbuda";254;63
2021;05;Guyana;252;48
2021;08;Cyprus;248;82
2021;09;"Antigua and Barbuda";247;107
2021;11;Barbados;238;87
2021;01;Norway;237;103
2021;09;"Isle of Man";237;18
2021;07;Bahamas;232;107
2021;03;Norway;231;53
2021;11;Curaçao;230;45
2021;08;China;229;67
2021;04;Portugal;228;21
2021;01;China;225;75
2021;06;Cyprus;217;63
2021;05;Bahamas;213;126
2021;04;Guyana;213;120
2021;09;Cyprus;211;58
2021;06;Ireland;208;36
2021;01;Italy;208;24
2021;05;Thailand;199;45
2021;08;Netherlands;194;81
2021;04;Bahamas;186;77
2021;10;Greece;186;53
2021;01;Thailand;186;20
2021;06;Denmark;175;43
2021;06;Bahamas;174;45
2021;06;"Antigua and Barbuda";163;45
2021;11;Thailand;159;45
2021;10;Japan;154;42
2021;11;Portugal;154;37
2021;09;Iran;151;67
2021;12;Ghana;150;90
2021;08;Greece;141;48
2021;08;"Antigua and Barbuda";140;43
2021;05;"United Kingdom";139;29
2021;08;Iran;136;49
2021;10;Philippines;132;18
2021;08;Norway;130;23
2021;09;Philippines;128;62
2021;11;"Cape Verde";124;16
2021;07;Taiwan;124;1
2021;09;Germany;123;43
2021;03;Greece;122;39
2021;04;Japan;122;16
2021;11;Cyprus;121;21
2021;03;Bahamas;119;38
2021;06;Norway;116;105
2021;08;Germany;114;10
2021;07;Greece;111;35
2021;12;"Isle of Man";111;32
2021;09;"Cayman Islands";107;28
2021;12;"Antigua and Barbuda";106;78
2021;04;Philippines;105;36
2021;01;"Cayman Islands";104;44
2021;06;Greece;102;30
2021;05;Barbados;100;34
2021;05;"Isle of Man";97;47
2021;02;Netherlands;97;18
2021;04;Cyprus;95;12
2021;02;Thailand;92;16
2021;02;Belgium;90;9
2021;12;Italy;87;17
2021;05;Mauritania;85;9
2021;10;Cyprus;84;13
2021;11;Bahamas;78;31
2021;11;Sweden;74;23
2021;11;"Cayman Islands";73;9
2021;01;Bahrein;72;14
2021;08;Belgium;68;18
